time_s,state,image_height_px_at_960_width,h_image_over_h_image_max
8.2,B,96,0.7741935483870968
8.233333,B,96,0.7741935483870968
8.266667,B,96,0.7741935483870968
8.3,B,96,0.7741935483870968
8.333333,B,96,0.7741935483870968
8.366667,B,96,0.7741935483870968
8.4,B,96,0.7741935483870968
8.433333,B,96,0.7741935483870968
8.466667,B,96,0.7741935483870968
8.5,B,96,0.7741935483870968
8.533333,B,96,0.7741935483870968
8.566667,B,96,0.7741935483870968
8.6,B,96,0.7741935483870968
8.633333,B,96,0.7741935483870968
8.666667,B,96,0.7741935483870968
8.7,B,96,0.7741935483870968
8.733333,B,96,0.7741935483870968
8.766667,B,96,0.7741935483870968
8.8,B,96,0.7741935483870968
8.833333,B,96,0.7741935483870968
8.866667,B,96,0.7741935483870968
8.9,B,96,0.7741935483870968
8.933333,B,96,0.7741935483870968
8.966667,B,96,0.7741935483870968
9.0,B,96,0.7741935483870968
9.033333,B,96,0.7741935483870968
9.066667,B,96,0.7741935483870968
9.1,B,96,0.7741935483870968
9.133333,B,96,0.7741935483870968
9.166667,B,96,0.7741935483870968
9.2,B,96,0.7741935483870968
9.233333,B,96,0.7741935483870968
9.266667,B,96,0.7741935483870968
9.3,B,96,0.7741935483870968
9.333333,B,96,0.7741935483870968
9.366667,B,96,0.7741935483870968
9.4,B,96,0.7741935483870968
9.433333,B,96,0.7741935483870968
9.466667,B,96,0.7741935483870968
9.5,B,96,0.7741935483870968
9.533333,B,96,0.7741935483870968
9.566667,B,96,0.7741935483870968
9.6,B,96,0.7741935483870968
9.633333,B,96,0.7741935483870968
9.666667,B,96,0.7741935483870968
9.7,B,96,0.7741935483870968
9.733333,B,96,0.7741935483870968
9.766667,B,96,0.7741935483870968
9.8,B,96,0.7741935483870968
9.833333,B,96,0.7741935483870968
9.866667,B,96,0.7741935483870968
9.9,B,96,0.7741935483870968
9.933333,B,96,0.7741935483870968
9.966667,B,96,0.7741935483870968
10.0,B,96,0.7741935483870968
10.033333,B,96,0.7741935483870968
10.066667,B,96,0.7741935483870968
10.1,B,96,0.7741935483870968
10.133333,B,96,0.7741935483870968
10.166667,B,96,0.7741935483870968
10.2,B,96,0.7741935483870968
10.233333,B,96,0.7741935483870968
10.266667,B,96,0.7741935483870968
10.3,B,96,0.7741935483870968
10.333333,B,96,0.7741935483870968
10.366667,B,96,0.7741935483870968
10.4,B,96,0.7741935483870968
10.433333,B,96,0.7741935483870968
10.466667,B,96,0.7741935483870968
10.5,B,96,0.7741935483870968
10.533333,B,96,0.7741935483870968
10.566667,B,96,0.7741935483870968
10.6,B,96,0.7741935483870968
10.633333,,,
10.666667,,,
10.7,,,
10.733333,,,
10.766667,,,
10.8,,,
10.833333,,,
10.866667,,,
10.9,,,
10.933333,,,
10.966667,,,
11.0,,,
11.033333,,,
11.066667,,,
11.1,,,
11.133333,,,
11.166667,,,
11.2,,,
11.233333,,,
11.266667,,,
11.3,,,
11.333333,,,
11.366667,,,
11.4,,,
11.433333,,,
11.466667,,,
11.5,,,
11.533333,,,
11.566667,,,
11.6,,,
11.633333,,,
11.666667,,,
11.7,,,
11.733333,,,
11.766667,,,
11.8,,,
11.833333,,,
11.866667,,,
11.9,,,
11.933333,,,
11.966667,,,
12.0,,,
12.033333,,,
12.066667,,,
12.1,,,
12.133333,,,
12.166667,,,
12.2,,,
12.233333,,,
12.266667,,,
12.3,,,
12.333333,,,
12.366667,,,
12.4,,,
12.433333,,,
12.466667,,,
12.5,,,
12.533333,,,
12.566667,,,
12.6,,,
12.633333,,,
12.666667,,,
12.7,,,
12.733333,,,
12.766667,,,
12.8,,,
12.833333,,,
12.866667,,,
12.9,,,
12.933333,,,
12.966667,,,
13.0,,,
13.033333,,,
13.066667,,,
13.1,,,
13.133333,,,
13.166667,,,
13.2,,,
13.233333,,,
13.266667,,,
13.3,,,
13.333333,,,
13.366667,,,
13.4,,,
13.433333,,,
13.466667,,,
13.5,,,
13.533333,,,
13.566667,,,
13.6,,,
13.633333,,,
13.666667,,,
13.7,,,
13.733333,,,
13.766667,,,
13.8,,,
13.833333,,,
13.866667,,,
13.9,,,
13.933333,,,
13.966667,,,
14.0,,,
14.033333,,,
14.066667,,,
14.1,,,
14.133333,,,
14.166667,,,
14.2,,,
14.233333,,,
14.266667,,,
14.3,,,
14.333333,,,
14.366667,,,
14.4,,,
14.433333,,,
14.466667,,,
14.5,,,
14.533333,,,
14.566667,,,
14.6,,,
14.633333,,,
14.666667,,,
14.7,,,
14.733333,,,
14.766667,,,
14.8,,,
14.833333,,,
14.866667,,,
14.9,,,
14.933333,,,
14.966667,,,
15.0,,,
15.033333,,,
15.066667,,,
15.1,,,
15.133333,,,
15.166667,,,
15.2,,,
15.233333,,,
15.266667,,,
15.3,,,
15.333333,,,
15.366667,,,
15.4,,,
15.433333,,,
15.466667,,,
15.5,,,
15.533333,,,
15.566667,,,
15.6,,,
15.633333,,,
15.666667,A2,123,0.9919354838709677
15.7,A2,123,0.9919354838709677
15.733333,A2,123,0.9919354838709677
15.766667,A2,123,0.9919354838709677
15.8,A2,123,0.9919354838709677
15.833333,A2,123,0.9919354838709677
15.866667,A2,123,0.9919354838709677
15.9,A2,123,0.9919354838709677
15.933333,A2,123,0.9919354838709677
15.966667,A2,123,0.9919354838709677
16.0,A2,123,0.9919354838709677
16.033333,A2,123,0.9919354838709677
16.066667,A2,123,0.9919354838709677
16.1,A2,123,0.9919354838709677
16.133333,A2,123,0.9919354838709677
16.166667,A2,123,0.9919354838709677
16.2,A2,123,0.9919354838709677
16.233333,A2,123,0.9919354838709677
16.266667,A2,123,0.9919354838709677
16.3,A2,123,0.9919354838709677
16.333333,A2,123,0.9919354838709677
16.366667,A2,123,0.9919354838709677
16.4,A2,123,0.9919354838709677
16.433333,A2,123,0.9919354838709677
16.466667,A2,123,0.9919354838709677
16.5,A2,123,0.9919354838709677
16.533333,A2,123,0.9919354838709677
16.566667,A2,123,0.9919354838709677
16.6,A2,123,0.9919354838709677
16.633333,A2,123,0.9919354838709677
16.666667,A2,123,0.9919354838709677
16.7,A2,123,0.9919354838709677
16.733333,A2,123,0.9919354838709677
16.766667,A2,123,0.9919354838709677
16.8,A2,123,0.9919354838709677
16.833333,A2,123,0.9919354838709677
16.866667,A2,123,0.9919354838709677
16.9,A2,123,0.9919354838709677
16.933333,A2,123,0.9919354838709677
16.966667,A2,123,0.9919354838709677
17.0,A2,123,0.9919354838709677
17.033333,A2,123,0.9919354838709677
17.066667,A2,123,0.9919354838709677
17.1,A2,123,0.9919354838709677
17.133333,A2,123,0.9919354838709677
17.166667,A2,123,0.9919354838709677
17.2,A2,123,0.9919354838709677
17.233333,A2,123,0.9919354838709677
17.266667,A2,123,0.9919354838709677
17.3,A2,123,0.9919354838709677
17.333333,A2,123,0.9919354838709677
17.366667,A2,123,0.9919354838709677
17.4,A2,123,0.9919354838709677
17.433333,A2,123,0.9919354838709677
17.466667,A2,123,0.9919354838709677
17.5,A2,123,0.9919354838709677
17.533333,A2,123,0.9919354838709677
17.566667,A2,123,0.9919354838709677
17.6,A2,123,0.9919354838709677
17.633333,A2,123,0.9919354838709677
17.666667,A2,123,0.9919354838709677
17.7,A2,123,0.9919354838709677
17.733333,A2,123,0.9919354838709677
17.766667,A2,123,0.9919354838709677
17.8,A2,123,0.9919354838709677
17.833333,A2,123,0.9919354838709677
17.866667,A2,123,0.9919354838709677
17.9,A2,123,0.9919354838709677
17.933333,A2,123,0.9919354838709677
17.966667,A2,123,0.9919354838709677
18.0,A2,123,0.9919354838709677
18.033333,A2,123,0.9919354838709677
18.066667,A2,123,0.9919354838709677
18.1,A2,123,0.9919354838709677
18.133333,A2,123,0.9919354838709677
18.166667,A2,123,0.9919354838709677
18.2,A2,123,0.9919354838709677
18.233333,A2,123,0.9919354838709677
18.266667,A2,123,0.9919354838709677
18.3,A2,123,0.9919354838709677
18.333333,A2,123,0.9919354838709677
18.366667,A2,123,0.9919354838709677
18.4,A2,123,0.9919354838709677
18.433333,A2,123,0.9919354838709677
18.466667,A2,123,0.9919354838709677
18.5,A2,123,0.9919354838709677
18.533333,A2,123,0.9919354838709677
18.566667,A2,123,0.9919354838709677
18.6,A2,123,0.9919354838709677
18.633333,A2,123,0.9919354838709677
18.666667,A2,123,0.9919354838709677
18.7,A2,123,0.9919354838709677
18.733333,A2,123,0.9919354838709677
18.766667,A2,123,0.9919354838709677
18.8,A2,123,0.9919354838709677
18.833333,A2,123,0.9919354838709677
18.866667,A2,123,0.9919354838709677
18.9,A2,123,0.9919354838709677
18.933333,A2,123,0.9919354838709677
18.966667,A2,123,0.9919354838709677
19.0,A2,123,0.9919354838709677
19.033333,A2,123,0.9919354838709677
19.066667,A2,123,0.9919354838709677
19.1,A2,123,0.9919354838709677
19.133333,A2,123,0.9919354838709677
19.166667,A2,123,0.9919354838709677
19.2,A2,123,0.9919354838709677
19.233333,A2,123,0.9919354838709677
19.266667,A2,123,0.9919354838709677
19.3,A2,123,0.9919354838709677
19.333333,A2,123,0.9919354838709677
19.366667,A2,123,0.9919354838709677
19.4,A2,123,0.9919354838709677
19.433333,A2,123,0.9919354838709677
19.466667,A2,123,0.9919354838709677
19.5,A2,123,0.9919354838709677
19.533333,A2,123,0.9919354838709677
19.566667,A2,123,0.9919354838709677
19.6,A2,123,0.9919354838709677
19.633333,A2,123,0.9919354838709677
19.666667,A2,123,0.9919354838709677
19.7,A2,123,0.9919354838709677
19.733333,A2,123,0.9919354838709677
19.766667,A2,123,0.9919354838709677
19.8,A2,123,0.9919354838709677
19.833333,A2,123,0.9919354838709677
19.866667,A2,123,0.9919354838709677
19.9,A2,123,0.9919354838709677
19.933333,A2,123,0.9919354838709677
19.966667,A2,123,0.9919354838709677
20.0,A2,123,0.9919354838709677
20.033333,A2,123,0.9919354838709677
20.066667,A2,123,0.9919354838709677
20.1,A2,123,0.9919354838709677
20.133333,A2,123,0.9919354838709677
20.166667,A2,123,0.9919354838709677
20.2,A2,123,0.9919354838709677
20.233333,A2,123,0.9919354838709677
20.266667,A2,123,0.9919354838709677
20.3,A2,123,0.9919354838709677
20.333333,A2,123,0.9919354838709677
20.366667,A2,123,0.9919354838709677
20.4,A2,123,0.9919354838709677
20.433333,A2,123,0.9919354838709677
20.466667,A2,123,0.9919354838709677
20.5,A2,123,0.9919354838709677
20.533333,A2,123,0.9919354838709677
20.566667,A2,123,0.9919354838709677
20.6,A2,123,0.9919354838709677
20.633333,A2,123,0.9919354838709677
20.666667,A2,123,0.9919354838709677
20.7,A2,123,0.9919354838709677
20.733333,A2,123,0.9919354838709677
20.766667,A2,123,0.9919354838709677
20.8,A2,123,0.9919354838709677
20.833333,A2,123,0.9919354838709677
20.866667,A2,123,0.9919354838709677
20.9,A2,123,0.9919354838709677
20.933333,A2,123,0.9919354838709677
20.966667,A2,123,0.9919354838709677
21.0,A2,123,0.9919354838709677
21.033333,A2,123,0.9919354838709677
21.066667,A2,123,0.9919354838709677
21.1,A2,123,0.9919354838709677
21.133333,A2,123,0.9919354838709677
21.166667,A2,123,0.9919354838709677
